Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
British Gas,Not Verified,1,2017-12-01,Negative,,,,,look,boiler,service,without,heat,'s,two,day,due,incompetence,engineer,boiler,work,perfectly,well,reluctantly,service,per,homemade,contract,also,also,small,leak,one,radiator,engineer,eventually,come,third,time,appointment,make,excuse,go,emergency,callous,pity,come,tuesday,feb,come,carry,work,next,morning,could,smell,call,emergency,service,son,promptly,seal,supply,say,two,leak,come,boiler,service,engineer,rang,ask,engineer,attend,leak,say,unable,engineer,next,day,ask,could,emergency,appointment,forego,appointment,emergency,twice,tell,category,ie,baby,inactive,elderly,person,husband,appointment,make,confirmation
British Gas,Verified Reviewer,5,2017-12-01,Positive,,,,,recent,lose,job,last,year,due,ill,health,payment,card,electricity,pay,fortnight,time,ring,say,struggle,time,speak,three,different,people,understanding,helpful,never,swore,never,threaten,repayment,meter,start,pay,six,week,give,time,thing,sort,naturally,payment,increase,cover,miss,payment,much,instal,smart,meter,excellent,turn,time,partner,year,also,never,problem,boiler,care,representative,speak,polite,problem,people,money,problem,instead,touch,sort,thing,leave,would,recommend,anyone,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2017-12-01,Negative,,,,,shocking,customer,service,abysmal,response,useless,dispute,resolution,fail,update,detail,even,point,say,want,customer,despite,take,money,use,false,meter,reading,bill,blame,previous,supplier,give,incorrect,information,also,put,standard,tariff,ask,fix,tariff,oh,move,home,continue,charge,homemade,service,previous,property,despite,inform,new,address,set,new,service,guy,buy,old,place,like,know,absolutely,bad,supplier,consider,bad,really,dreadful,indictment,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2017-12-01,Negative,,,,,even,think,sign,way,expensive,company,electricity,plus,per,day,stand,charge,meter,electricity,matter,type,meter,pig,prepay,smart,meter,also,customer,service,bad,swear,customer,different,people,hang,one,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2017-12-01,Negative,,,,,day,xmas,eve,boiler,start,leak,engineer,call,could,fix,leak,outlook,heating,hot,waterboy,engineer,assure,would,fix,next,day,would,fine,christmas,next,day,seventy,cold,hot,water,call,assure,someone,would,fix,boiler,happen,thing,bad,water,boiler,leak,electric,blow,powered,theywill,cheek,yearly,maintenance,plus,call,rip,still,wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,0.23073621996934732,0.7690142425295933,0.00024953750105942884,move,home,make,mistake,involve,two,month,dare,still,send,correspondence,old,address,two,month,try,clamour,home,address,give,decide,move,different,provider,lie,inefficiency,set,new,standard,poor,customer,service,avoid,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,5,2018-12-01,Positive,,0.0014332080397736128,0.7808923798598273,0.2176744121003991,send,engineer,henry,fix,boiler,problem,thorough,terrific,job,well,impressed,thank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,think,take,homemade,read,one,star,review,think,bother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,book,appointment,ten,day,advance,boiler,service,radiator,repair,time,slot,midday,book,day,work,work,mile,away,call,center,rang,tell,appointment,cancel,engineer,stick,leak,somewhere,excuse,call,agent,call,customer,first,kind,service,stink,ill,cancel,account,use,reliable,honest,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2018-12-01,Positive,,,,,yesterday,visit,one,engineer,fix,fault,boiler,find,helpful,friendly,competent,sympathetic,need,customer,year,thought,change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,give,rating,pay,care,package,year,boiler,service,postpone,due,emergency,early,year,yet,boiler,break,leave,hot,water,heating,effectively,live,fridge,refuse,emergency,call,daughter,normal,civilised,world,leave,preschooler,house,hour,heating,hot,water,scandalous,supplier,would,different,could,sign,come,still,pay,money,every,month,beyond,furious,child,worth,less,another,family,shamble,deal,go,elsewhere,tell,sundry,sort,priority,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,2,2018-12-01,Negative,,,,,disgust,poor,service,afford,homemade,pay,one,boiler,service,october,give,appointment,november,good,receive,phone,call,evening,inform,service,would,take,place,january,apparently,guarantee,happen,offer,compensation,friend,contract,also,problem,happen,reliable,one,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,unfortunate,experience,deal,ceo,customer,complaint,team,without,doubt,useless,customer,service,team,come,across,unwilling,listen,seem,make,rule,go,along,contradict,constantly,would,use,never,ever,would,warn,anyone,evening,contract,glad,finish,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,bill,month,switch,supplier,say,underestimate,bill,year,convenient,make,claim,early,termination,fee,switch,incompetence,payback,stay,away,switch,supplier,incompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,rubbish,hopeless,customer,service,slow,help,spend,hour,week,phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,describe,exceptionally,poor,pay,month,year,happy,suddenly,shoot,month,ridiculous,phone,company,ask,mistake,tell,leave,afford,pay,amount,month,change,supplier,month,take,another,account,plus,pay,new,supplier,phone,company,ask,pass,pillar,post,speak,lot,different,people,patronising,rude,staff,tell,open,complaint,promise,would,phone,back,phone,tell,owe,currently,pay,installment,absolutely,shocking,service,feel,like,aged,year,deal,warn,avoid,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,5,2018-12-01,Positive,,,,,sam,make,happy,sort,long,running,problem,renewal,mother,home,service,policy,thank,sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,stick,refund,april,say,company,make,mistake,reverse,electric,huge,discussion,representative,july,without,communication,add,back,bill,happen,deduction,april,tell,due,mistake,add,back,july,pay,month,electric,month,husband,property,work,full,time,call,think,smart,metre,must,send,wrong,info,tell,check,need,pay,fault,find,want,pay,money,leave,yet,debit,see,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,book,annual,service,put,back,month,due,engineer,emergency,call,renewal,document,come,soon,realise,next,appointment,would,year,contract,end,hold,customer,service,loathe,pay,annual,check,hold,anyone,let,alone,try,emergency,recommend,anyone,join,home,care,read,small,print,invest,local,plumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,absolutely,disgraceful,customer,service,keep,appointment,make,early,expect,take,time,work,without,recompense,fault,buy,product,sham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,book,plumber,homemade,time,slot,emmy,husband,take,day,work,never,turn,ring,tell,dyno,rod,delay,another,job,would,definitely,come,never,arrive,complete,waste,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,awful,unhelpful,patronise,circumstance,would,accept,thing,say,include,payment,pound,aweek,army,bill,pound,mainly,stand,charge,vat,keep,tell,bill,would,go,debt,agent,afford,usage,month,pound,end,conversation,call,priority,line,reduce,year,stress,year,old,tell,pound,month,manage,since,totally,let,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2018-12-01,Positive,,,,,time,two,week,impressed,service,tumble,dryer,repair,twice,boiler,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,smart,meter,installer,damage,boiler,beyond,repair,day,ego,leave,small,kid,without,hot,water,heat,complaint,shift,one,manager,another,without,solution,way,repay,year,loyalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,terrible,company,avoid,owe,since,money,back,rude,people,phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,twice,turn,slot,take,time,frankly,believe,excuse,homemade,go,cancel,happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,total,junk,new,voice,smart,top,work,properly,waste,time,smart,top,nothing,smart,qasim,change,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,avoid,full,homemade,contract,boiler,plumbing,drain,electrical,costing,year,cancel,litany,problem,fail,appointment,hard,pass,pillar,post,number,electrician,need,offer,service,engineer,fail,turn,fail,attend,right,part,never,come,back,fail,appointment,local,electrician,even,core,boiler,service,pretty,useless,problem,winter,say,busy,come,urgently,unless,old,frail,baby,honestly,cheaper,well,local,plumber,boiler,company,electrician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2018-12-01,Positive,,,,,need,shop,around,price,rise,time,come,around,well,thing,sit,computer,look,fair,deal,confusing,look,year,know,could,well,deal,anywhere,thank,electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,quite,possibly,bad,customer,experience,service,come,across,first,send,incorrect,bill,resolve,launch,complaint,say,resolve,day,hahaha,receive,email,tit,debt,recovery,company,chase,bill,explain,bill,dispute,take,notice,finally,phone,call,customer,service,reach,somebody,care,call,back,say,resolve,problem,confirm,overcharge,offer,goodwill,gesture,bill,inconvenience,accept,pay,bill,phone,also,agree,call,debt,recovery,company,request,new,invoice,check,invoice,add,pay,also,notice,charge,look,really,expensive,appliance,run,property,empty,pilot,light,boiler,cost,per,day,think,call,customer,service,error,upon
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,homemade,absolute,joke,content,make,wait,month,service,appointment,ring,week,schedule,date,cancel,due,abundance,emergency,appointment,wait,another,month,time,collect,month,peace,findthe,could,possibly,answer,question,whether,emergency,appointment,due,fact,service,appliance,one,customer,less,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2018-12-01,Positive,,,,,annual,boiler,service,one,property,engineer,excellent,professional,polite,name,gabriel,jur,uk,ou,ski,employee,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2018-12-01,Positive,,,,,problem,boiler,james,come,well,friendly,helpful,fix,problem,test,make,sure,fix,credit,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,4,2018-12-01,Positive,,,,,problem,deal,initial,call,engineer,kieron,attend,handle,really,well,engineer,iron,polite,helpful,resolve,matter,without,issue,well,lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,3,2018-12-01,Positive,,,,,never,infer,leave,without,central,heating,month,hot,water,last,weekend,still,resolve,visit,till,later,october,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,2,2018-12-01,Negative,,,,,give,rating,relation,poor,customer,service,experience,high,cost,cover,plan,inconsistent,police,entitlement,cover,take,three,year,pay,central,heating,radiator,cover,tell,engineer,service,boiler,want,cover,also,frustrating,time,speak,customer,service,team,seem,agreement,data,protection,policy,although,partner,add,name,account,confirm,would,full,access,whenever,speak,different,member,staff,tell,something,different,would,recommend,anyone,avoid,use,future,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,everything,possible,stop,cancel,homemade,cover,experience,poor,service,engineer,automate,telephone,system,dreadful,email,contact,available,finally,speak,someone,tell,able,deal,cancellation,despite,number,give,notification,automatic,renewal,elect,ignore,explicit,write,instruction,cancel,automatic,renewal,send,mail,month,early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,hour,call,centre,staff,speak,gentleman,polite,helpful,say,dreaded,thing,would,call,back,hour,andhis,good,enough,give,number,call,minute,later,hang,washing,brush,path,speak,lady,rude,tell,would,wait,hor,call,back,ask,speak,supervisor,tell,would,say,inform,lady,would,wait,speak,supervisor,minute,wait,tell,someone,would,call,within,hour,recent,experience,believe,see,look,cancel,believe,company,standard,deteriorate,badly,judge,bad,review,write,go,improve,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,customer,minute,service,plan,wentto,book,service,expect,wait,hour,slot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,absolute,cowboy,would,trust,change,plug,currently,pay,trust,pilot,put,fake,star,review,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,lie,say,engineer,call,manager,rude,explain,miss,visit,sick,year,old,mother,year,old,stay,hour,without,hot,water,heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,service,agreement,couple,flat,cost,per,annum,currently,heating,hot,water,tomorrow,afternoon,expect,customer,take,afternoon,work,inconvenience,extra,cost,phone,complain,advisor,suggest,boil,kettle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,demand,totally,wrong,amount,harassment,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,customer,service,absolutely,appalling,give,personal,information,without,permission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,speak,rude,south,african,basically,tell,free,leave,want,happy,shocking,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,poor,enough,describe,service,boiler,new,radiator,installation,leave,leak,ceiling,one,room,professional,engineer,bother,tie,pipe,radiator,instal,exist,horrible,old,pipe,specifically,ask,valve,radiator,tell,yes,yes,valve,less,worry,wif,course,valve,instal,radiator,professional,work,cost,less,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,boiler,service,june,put,heating,heatwave,summer,water,fine,charge,call,bad,servicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,central,heating,boiler,old,cost,lot,run,work,perfectly,since,wife,buy,house,graham,month,ago,service,april,second,time,engineer,remark,clean,quietly,run,however,day,later,pilot,light,go,although,relic,easily,problem,persist,sometimes,go,day,request,repair,andi,may,new,thermocouple,fit,ask,monitor,performance,problem,come,go,irregular,interval,big,day,request,another,appointment,arrange,august,first,thing,engineer,arrival,tell,hot,boiler,flue,scorch,wood,adjacent,storm,porch,despite,fact,paint,flake,side,porch,decoration,require,nothing,hot,diagnose,problem,faulty,valve,tell,part,available
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,bad,company,customer,service,zero,buy,property,supply,want,carry,monthly,tariff,around,pay,unbroken,receive,letter,outstanding,bill,shocked,information,give,first,wrong,still,pay,balance,move,bulb,pay,monthly,around,month,receive,letter,say,actual,consumption,law,want,reduce,monthly,tariff,rob,keep,far,far,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,nothing,make,happy,service,contract,price,increase,massively,service,standard,response,time,fall,rapidly,cancel,homemade,contract,reach,almost,year,top,call,charge,heating,problem,lose,customer,like,water,run,hill,tell,something,make,wonder,look,retail,market,concentrate,business,centrica,wholesale,supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2018-12-01,Negative,,,,,really,want,give,even,one,star,unfortunately,begin,offer,reasonable,price,almost,double,charge,little,notice,per,month,bedroom,terrace,ridiculously,overcharge,customer,poor,customer,service,reason,go,elsewhere,terrible,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,would,use,ever,customer,service,nonexistent,buy,second,home,june,property,prepaid,meter,instal,whilst,keep,prepaid,meter,go,top,post,office,go,along,keep,send,bill,pay,monthly,phone,time,explain,prepaid,meter,every,time,check,hour,say,yes,correct,credit,bill,every,month,bill,go,whole,process,today,receive,bill,add,charge,account,thank,much,three,month,hour,time,still,sort,problem,give,would,give,star,deserve,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,smart,meter,work,end,massive,bill,care,fact,technology,provide,fault,poor,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2018-12-01,Negative,,,,,month,old,child,tell,today,wait,someone,come,look,washing,machine,package,cost,per,mont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
